I just found out that I am pregnant,anticipation 
I have an interview tomorrow,anticipation 
I just got a notification that my exam results are ready,anticipation 
He accepted my friend request,anticipation 
I can’t wait wait to get my package,anticipation 
He said that he has a surprise for me,anticipation 
I’m hopeful,anticipation 
I’m looking forward to __,anticipation 
I’m going to get my first tattoo,anticipation 
My mom said there is a gift waiting for me when I get home,anticipation 
My dad said he has a surprise for me next week,anticipation 
I am getting a tattoo for the first time,anticipation 
I am going skydiving for the first time in a few days,anticipation 
I am going to the Bahamas for the first time,anticipation 
My first child is going to be born in one month,anticipation 
My sister is going to have her baby in one week,anticipation 
My boss said she wants to talk to me this afternoon,anticipation 
I am getting glasses for the first time,anticipation 
I am getting contacts for the first time,anticipation 
My son can't wait to get his first bike,anticipation 
My daughter can't wait to get her first bike,anticipation 
My nephew can't wait to get his first bike,anticipation 
My niece can't wait to get her first bike,anticipation 
My younger cousin can't wait to get her first phone,anticipation 
I can't wait to get married to the love of my life,anticipation 
I can't wait for my baby to be born,anticipation 
I can't wait until my shift is over and I get to go home and relax,anticipation 
My coworker can't wait until her next vacation,anticipation 
My sister can't wait for her next vacation,anticipation 
My brother can't wait for his next vacation,anticipation 
My classmate said she is tired of school and can't wait to graduate in May,anticipation 
My coworker hates his job and is impatiently waiting to start his new one,anticipation 
My niece can't wait for her birthday next week,anticipation 
My nephew can't wait for his birthday next week,anticipation 
I am going on an airplane for the first time,anticipation 
I am going snowboarding for the first time,anticipation 
I am going skiing for the first time,anticipation 
My sister is having her first child in a few months,anticipation 
My cousin is having her first child in a few months,anticipation 
My aunt is having her first child in a few months,anticipation 
My brother is having his first child in a few months,anticipation 
My cousin can't wait to start his first job,anticipation 
My mom is waiting for the surprise that I am going to give her,anticipation 
My dad is waiting for the surprise I got him,anticipation 
My sister is waiting for the surprise I got her,anticipation 
My brother is waiting for the surprise I told him I have for him,anticipation 
My boyfriend said he taking me on a surprise trip next month,anticipation 
My girlfriend said she is taking me on a surprise trip next month,anticipation 
My friend said she has something to tell me,anticipation 
My boyfriend said he is getting me the item I have been wanting for my birthday,anticipation 
My girlfriend said she is getting me the item I have been wanting for my birthday,anticipation 
My girlfriend said she wants to talk,anticipation 
My boyfriend said he has something to tell me,anticipation 
My parents are throwing me a party next week,anticipation 
I can't wait for my friend's wedding next month,anticipation 
I can't wait for my cousin's wedding next year,anticipation 
I am getting a new laptop next week,anticipation 
I am getting a new car tomorrow,anticipation 
I am going to Alaska for the first time next month,anticipation 
I am going to Hawaii for the first time next month,anticipation 
I can't wait to see my parents reaction when I tell them I bought them a house,anticipation 
I bought my sister a car and can't wait to see her reaction,anticipation 
I bought my little brother a new toy and can't wait to see his reaction,anticipation 
I can't wait to meet my new baby cousin,anticipation 
I can't wait to meet my new niece,anticipation 
I can't wait to meet my new nephew,anticipation 
I can't wait to graduate in a few months,anticipation 
I have plans to go to my favorite artist's concert next week,anticipation 
I am going driving for the first time,anticipation 
I am going to a concert for the first time,anticipation 
I am hiking a mountain for the first time ever,anticipation 
My boyfriend is taking me on vacation next month,anticipation 
My girlfriend is taking me on vacation next month,anticipation 
My sister is taking me to her favorite desert place tonight,anticipation 
My friend is taking me to his favorite restaurant tonight,anticipation 
My brother is taking me to his favorite team's game tonight,anticipation 
My cousin is taking me to my very first broadway show tonight,anticipation 
I am going to take my parents to thier home country after so long in a few months,anticipation 
My parents are taking me to the city they were born in for the first time ever,anticipation 
I am going to start learning a new language soon,anticipation 
I am going to start learning how to drive for the first time,anticipation 
I am going to learn how to ride a bike for the first time,anticipation 
I can't wait to see my niece's reaction to the gift I bought her,anticipation 
I can't wait to see my nephew's reaction to the gift I bought him,anticipation 
I can't wait see my sister's reaction when she sees that I surprised her for her birthday,anticipation 
I can't wait to see my brother's reaction when he sees that I surprised him for his birthday,anticipation 
I am starting my first job in a few days,anticipation 
My mom keeps asking me what my siblings and I got her for her birthday because she can't wait,anticipation 
My dad keeps asking me what my siblings and I got him for his birthday because he can't wait,anticipation 
My mom told me she's cooking me a surprise dinner tonight,anticipation 
My dad told me he's cooking me a surprise dinner tonight,anticipation 
My boyfriend told me he's cooking me a surprise dinner tonight,anticipation 
I am surprising my uncle for his birthday and can't wait to see his reaction,anticipation 
I am surprising my cousin for her birthday and can't wait to see her reaction,anticipation 
I am going to France for the first time in a few weeks,anticipation 
I am going to Italy for the first time in a few months,anticipation 
I can’t wait to go to Turkey this summer,anticipation 
I can’t wait to visit my grandparents in a few weeks,anticipation 
The anticipation is killing me,anticipation 
I can’t wait for it anymore,anticipation 
I feel impatient about the secret my sister is going to tell me,anticipation 
I can’t wait to tell my sister the secret I have been keeping,anticipation 
I can’t wait to tell my cousin what happened today,anticipation 
I am planning on telling my husband that I am pregnant tonight,anticipation 
I am planning on telling my parents that I am moving out,anticipation 
My parents anticipated the news that I am getting married,anticipation 
My parents anticipated the news that I am moving out,anticipation 
My grandma called me over to discuss something important,anticipation 
My grandpa called me over to discuss something important,anticipation 
I have a big event for work next week,anticipation 
I have a big party to attend this weekend,anticipation 
My girlfriend told me she wants to discuss something important,anticipation 
My boyfriend told me he wants to discuss something important,anticipation 
My sister told me she wants to discuss something important,anticipation 
My brother told me he wants to discuss something important,anticipation 
My cousin can’t wait to graduate soon,anticipation 
My favorite show is returning from a hiatus tomorrow night,anticipation 
The show I am currently obsessed with just ended with a cliff hanger and is not going to show until a few months later,anticipation 
I haven't seen my sister in so long and she is coming to visit tonight,anticipation 
I have not seen my brother in so long and he is coming to visit me next week,anticipation 
I am going to visit my grandma in a few days,anticipation 
I am going to visit my aunt in a few days,anticipation 
I am going to visit my uncle in a few weeks,anticipation 
I am going to visit my cousins in a few weeks,anticipation 
My cousins are coming to visit me after so long in a few weeks,anticipation 
My siblings are coming to visit me after so long in a few days,anticipation 
I am going to a yoga class for the first time,anticipation 
I am going to a painting class for the first time,anticipation 
My sister and I are trying this new yoga class tonight,anticipation 
My friend and I are going to a pottery class for the first time,anticipation 
I am getting a professional massage for the first time later today,anticipation 
I am surprising my mom with a spa day and can’t wait to see her reaction,anticipation 
I am surprising my friend with a vacation and can’t wait to see her reaction,anticipation 
I can’t wait to my grandpa’s reaction when he sees what I got him for his birthday,anticipation 
My family and I planned a vacation together for next month,anticipation 
I can’t wait to see the results of my teeth after my braces are taken off,anticipation 
I am going backpacking through Europe in a few weeks,anticipation 
I am going on my first date tommorow!,anticipation 
The room smelled so bad,disgust
The bathroom was filthy,disgust
There was vomit on the seat in the train,disgust
The drawer was filled with bugs,disgust
He did not shower for one week,disgust
The food table was dirty,disgust
The shoes smelled like something was rotten,disgust
I saw someone stick their chewed up gum on the chair,disgust
I went into the bathroom of a gas station and there was pee all over the toilet,disgust
I do not like when a person spits near another person,disgust
The bed in the hotel room contained dirty sheets,disgust
Someone peed in the pool,disgust
A person left their tissue full of snot on the table I was going to sit at,disgust
I saw someone peeing on the sidewalk,disgust
There was a big possum next to my car,disgust
I bought a new shirt and later realized there were stains all over it,disgust
A person vomited all over my shoes,disgust
The person behind me stepped on my shoes as I was walking on the train station platform and my foot touched the dirty floor,disgust
I accidentally touched a dirty object,disgust
The glass the waiter gave me was dirty,disgust
I sat on the dirty seat and now my pants smell bad,disgust
I went to the beach last week and the water was so dirty I could not swim in it,disgust
I wanted to use a cup from the pantry at my workplace but I saw bugs crawling all over it,disgust
There were stains on the towel in the hotel room I was staying at,disgust
I couldn’t believe how dirty the restaurant I went to for dinner last night was,disgust
I visited a friend’s house and saw that her roommate leaves dirty dishes and clothes all over the place,disgust
The bathroom has not been cleaned in months,disgust
The garbage located in the place I went to has not been taken out in months,disgust
There were rats running around the train station today,disgust
I watched a documentary about wild animals and there was blood and body parts everywhere,disgust
It was raining and mud got all over my wood floors as I came into my house,disgust
My dog pooped on my bed,disgust
I stepped in dog poop while I was walking in the park,disgust
I saw someone wearing the same shirt for months without washing it,disgust
"As I was driving, I saw a dead racoon in the middle of the road",disgust
I felt disgusted when I saw unknown liquid on the chair and did not want to sit there,disgust
I found out the library was infested with bedbugs,disgust
I can’t deal with how dirty I let my room get,disgust
I haven’t cleaned my kitchen in months,disgust
I watched a video where a boy let a rat pick at his teeth and felt like throwing up,disgust
I touched the dirty handle and now have to sanitize my hands,disgust
This morning I got on the bus and it smelled very bad,disgust
I saw someone sneeze and their spit was everywhere,disgust
Last night a skunk came near me and now I feel like I smell bad,disgust
I saw someone put their feet up with their dirty shoes on a table and did not want to place anything on that table,disgust
There were dead cockroaches in my kitchen,disgust
I opened my fridge to get a cucumber and saw it covered in mold,disgust
I was excited to try a new food place near my home but when I got there I saw flies sitting on the food,disgust
When I went to the park someone left their food on the bench and there were bugs surrounding it,disgust
My milk expired today and is lumpy,disgust
I did not clean the inside of my car for months so it is filled with wrappers and dirt,disgust
I was not comfortable sitting in the taxi I took today because it was not clean,disgust
My new shoes caused a big blister on my foot,disgust
I went to a public bathroom and noticed a person not wash their hands after using it,disgust
The dentist did not switch their gloves before moving onto the next patient,disgust
I saw a mouse near the popcorn machine at the movie theater,disgust
"I wanted to put milk in my coffee at the coffee shop, but their milk was rotten",disgust
"When I got to my interview, the person who was going to interview me coughed on their hand and then shook my hand",disgust
I am disgusted by the cashier’s attitude,disgust
Someone left food in the refrigerator at my workplace for several weeks and now it smells bad,disgust
I just saw a roach,disgust
I just saw a rat running on the subway tracks,disgust
I think that I am going to barf,disgust
I think I am going to vomit,disgust
Her breath really stinks,disgust
His breath really stinks,disgust
It smells horrid,disgust
It smells like crap,disgust
I really need a shower,disgust
I just spilled spoiled milk,disgust
I think this meat is spoiled,disgust
My feet smell,disgust
Someone just farted,disgust
Someone just burped,disgust
That guy just spit on me,disgust
I stepped on poop,disgust
My clothes are stained,disgust
My refrigerator smells,disgust
It smells like someone died in here,disgust
He just walked in with his dirty shoes into my house,disgust
I have an infection,disgust
Im bleeding,disgust
I am disgusted with myself,disgust
There is a weird smell in my house,disgust
I need to wash my hair,disgust
My patient vomited on me today,disgust
I fell in a pool of mud today,disgust
I can’t seem to get this stain out of my clothes,disgust
My date smells bad,disgust
I found out that I have halitosis,disgust
I think I have fungal infection,disgust
This city is so disgusting,disgust
I want to move somewhere else,disgust
I'm tired of seeing the poverty,disgust
I need to get a new couch,disgust
I wish I didn't have to work as a Gr,disgust
I need to wash my dirty clothes,disgust
The door knob is so sticky,disgust
The handle is sticky,disgust
There are weird stains on the walls,disgust
I saw a homeless person pee on the train,disgust
The restaurant’s plates were dirty,disgust
The person next to me did not shower for days,disgust
I went into a store and it smelled horrible,disgust
I went to my friend’s house and it smelled horrible,disgust
My aunt’s house was infested with rats,disgust
My sister’s house was infested with roaches,disgust
I saw bugs all over the sofa,disgust
I need to clean my house,disgust
My house is so dirty,disgust
There is dirt all over the house,disgust
I found unknown stains on my carpet,disgust
I have not cleaned my laptop in months and it looks so dirty,disgust
There are dirty clothes all over my living room,disgust
My brother hasn’t changed his shirt in weeks,disgust
There are dirty dishes that have been in the sink for weeks,disgust
My cousin vomited on me,disgust
My sister vomited on me,disgust
My brother vomited on me,disgust
My sister was disgusted that I vomited on her,disgust
My brother was disgusted that I vomited on him,disgust
My sister was disgusted that my brother vomited on her,disgust
My brother was disgusted that my sister vomited on him,disgust
I saw a mouse in my room,disgust
I saw mouse in my kitchen,disgust
My sister saw a mouse in her room,disgust
My brother saw a mouse in his room,disgust
My mom saw a mouse in the living room,disgust
Someone told me they didn’t brush their teeth this morning,disgust
Someone told me they didn’t shower for weeks,disgust
My coworker told me she’s been wearing clothes that she has not washed in months,disgust
I am disgusted by the way the waiter treated me,disgust
My sister was disgusted by the way the employee treated her,disgust
My brother was disgusted by the way the employee treated him,disgust
There is poop on my shoes,disgust
A bird pooped on me today,disgust
The hotel room I stayed at on my last vacation was disgusting,disgust
My date was so rude to me the whole time we were together,disgust
The lady in front of me spit on me,disgust
The man in front of me on the train blew his nose without a tissue and his mucus fell on the floor,disgust
I saw roaches crawling on my kitchen counter,disgust
My cousin saw roaches crawling on her kitchen counter,disgust
The show I am currently watching is gruesome with all of the killing and blood,disgust
I saw lice in my peer’s hair,disgust
I saw a mouse in my classroom,disgust
My boss saw a mouse in his office,disgust
My coworker saw a mouse in the office,disgust
I went to the cafeteria and saw that there was garbage everywhere,disgust
I am not happy about gaining weight. ,disgust 
"I had to take the train to school this morning, but it was so dirty.",disgust 
This tastes so bad.,disgust 
I’m scared because I failed my midterm,fear
I’m worried about my future,fear
I’m afraid my boyfriend won’t forgive me,fear
I made a huge mistake,fear
I might get fired from work,fear
I gave the wrong medication to a patient,fear
I almost killed a patient today,fear
My boss caught me falling asleep during my shift,fear
I slept through my alarm and I was late for my meeting,fear
I fell asleep for a second while I was driving,fear
"I almost hit someone with my car, while they were trying to cross the street",fear
"I lost my wallet and it has my ID, cash, and credit cards",fear
I don’t know what to do,fear
I’m scared to talk to people,fear
I accidentally burned my mom’s uniform a little bit while trying to iron it,fear
I’m in debt,fear
I lost a lot of money in the stock market,fear
I got a phone call saying my mom was in the hospital,fear
I don’t have enough money to pay my bills,fear
The doctor said my dad needed to have surgery right away,fear
I came to this country illegally,fear
I’m afraid of losing my grandparents,fear
I’m afraid of losing my significant other,fear
I’m terrified of insects with many legs,fear
My car skid on black ice,fear
I felt someone was following me,fear
My rented textbook was stolen,fear
I mixed up lab reports for two of my patients,fear
I got into a car accident and I don’t have insurance,fear
I don’t have health insurance,fear
I’m scared,fear
I am afraid to disappoint people,fear
I’m afraid of being alone,fear
"Not so great, I messed up big time",fear
I forgot I had an assignment due today,fear
I embarrassed myself in front of others.,fear
I’m afraid people think badly of me,fear
I’m afraid I will fail my class,fear
I’m afraid my husband is cheating on me,fear
I’m afraid my wife is cheating on me,fear
I have multiple assignments due on the same day,fear
I won’t be able to graduate this semester if I fail this class,fear
I heard the number of people infected with coronavirus has increased and it scares me,fear
I’m afraid people won’t accept me for who I am,fear
I’m afraid to sing in front of other people,fear
I need to get the flu shot today but I’m scared of needles,fear
I’m going to get in trouble for skipping class,fear
I’m in big trouble because I got caught lying to my parents,fear
I started to panic when the elevator got stuck because I am claustrophobic,fear
I had terrible nightmares,fear
I’m on the edge from watching a horror movie,fear
I’m afraid of failing,fear
I’m shaking from going on the rollercoaster because I’m terrified of heights,fear
I heard someone going through my stuff in my backyard,fear
There are weird noises coming from the other room,fear
There are loud noises coming from the attic,fear
I saw a snake in my garden,fear
I saw a racoon as I was coming into my house,fear
I’m scared my boyfriend is going to break up with me,fear
I’m scared my girlfriend is going to break up with me,fear
I’m scared of commitment,fear
I’m scared to challenge myself to try new things,fear
I’m scared of rejection,fear
I’m afraid she won’t like me,fear
I’m afraid he won’t like me,fear
I’m afraid people will misunderstand me,fear
I hope I won’t screw up,fear
I’m a scaredy-cat,fear
I am a chicken,fear
I am a coward,fear
I’m frightened,fear
I’m scared I will get caught,fear
He intimidates me,fear
She intimidates me,fear
My dad intimidates me,fear
My sibling intimidates me,fear
My mom intimidates me,fear
Life is intimidating sometimes,fear
I’m worried about my job,fear
I’m fearful,fear
I’m not performing well at work,fear
I feel afraid all the time,fear
I’m scared to death,fear
I’m afraid to go by myself,fear
I’m terrified,fear
I’m afraid of my own shadow,fear
I’m petrified,fear
I’m scared as hell,fear
I’m worried about you,fear
I’m fearful for the future,fear
I’m spooked easily,fear
I’m trembling from fear,fear
I’m horrified,fear
I’m scared stiff,fear
I’m terror-stricken,fear
I’m scared out of my mind,fear
I’m afraid not,fear
I’m scared of change,fear
The doctor said that I have cancer.,"fear
"
Everything is going so great!,happiness
I made a new friend today,happiness
I found a 20 dollar bill,happiness
I got to have my favorite dessert,happiness
I got a promotion,happiness
I got a new phone,happiness
I just had my first child,happiness
I had so much fun at the party,happiness
I got a new pet,happiness
I just got the job of my dreams,happiness
Everything going great,happiness
We finally moved to a better place,happiness
My son just graduated,happiness
I’m so happy to see my friend again,happiness
I am content,happiness
I’m glad that my family could visit me,happiness
My parents got me a pet dog,happiness
I got the best gift for my birthday,happiness
I was proved not guilty in court,happiness
I just got out of jail,happiness
I’m so glad that no one noticed my mistake,happiness
My parents got back together,happiness
I got a really good grade on my test,happiness
I had the highest score in my class,happiness
The popular people in my school just invited me to a party,happiness
That concert was fantastic,happiness
I got accepted into Harvard University,happiness
My mom made me my favorite food,happiness
I’m really grateful for my wonderful family,happiness
I am overjoyed,happiness
They are giving out free food,happiness
I won a contest today,happiness
My father finally decided to come to my soccer game,happiness
My father is coming back from the army today,happiness
My parents just told me that we are going on vacation,happiness
Today I finally got what I wanted,happiness
There is nothing like relaxing on the beach,happiness
I won a poker game,happiness
I beat all my friends in a drinking game,happiness
I am so excited for tomorrow.,happiness
My car is so cool,happiness
I got a raise,happiness
My son just took his first steps,happiness
My daughter just walked for the first time,happiness
I am cured of cancer,happiness
My test results came back negative,happiness
I got engaged,happiness
My boss informed me that I am doing a great job,happiness
My vacation is going great,happiness
I’m getting better at cooking,happiness
This wrinkle treatment is working,happiness
My least favorite class got canceled,happiness
I feel great today,happiness
My doctor informed me that my diabetes went into remission,happiness
My first kiss went great,happiness
I got so muscular,happiness
I am so fit,happiness
I won the Nobel Peace Prize,happiness
I was so happy to finally spend time with her.,happiness
She said she loved me too,happiness
My crush just smiled at me,happiness
This food tastes so good,happiness
My daughter is safe,happiness
I finally moved to a better neighborhood,happiness
My grandson hugged me,happiness
Someone finally talked to me,happiness
I am no longer lonely,happiness
Wow those therapy sessions are really paying off,happiness
I found a great solution,happiness
I just successively stole money from someone,happiness
I can finally afford that new car that I’ve been wanting,happiness
I have so many friends,happiness
I am so popular,happiness
I am so beautiful,happiness
Everyone wants to spend time with me,happiness
She just said that she thinks that I am smart,happiness
My business is going well,happiness
I am earning so much money,happiness
I finally got good health insurance,happiness
The dentist said my teeth are healthy,happiness
My disease was cured,happiness
I came in 1st place in the race,happiness
She was impressed by my achievements,happiness
I finished my assignments,happiness
I got my program to run,happiness
I’m so happy that he’s always there for me.,happiness
It couldn’t have gone better,happiness
I saved his life,happiness
I donated to charity,happiness
I couldn’t ask for a better friend,happiness
I won’t have to take any more of these pills,happiness
I just got good news,happiness
I figured out a better way to fix it,happiness
I got away with murder,happiness
I finally got my revenge,happiness
I am so relieved that they didn’t notice me,happiness
I finally got the help I needed,happiness
I have a lot of time to travel,happiness
I just found out that my vacation was approved,happiness
I wasn’t late to my class,happiness
I'm fantastic,happiness
I wake up everyday with a smile,happiness
Life is great to live,happiness
Life makes me so happy,happiness
I couldn't be happier,happiness
Everything is excellent,happiness
Everything is going superb,happiness
Great to be alive,happiness
My health has never been better,happiness
I thank God everyday,happiness
I wish I felt this great everyday,happiness
I'm very optimistic,happiness
I always look on the bright side,happiness
I feel like I can tackle on anything,happiness
I feel like superman,happiness
I feel healthy,happiness
I take care of myself,happiness
I love being here,happiness
I live the best life,happiness
My health is 100 percent,happiness
I feel like a million dollars,happiness
I am in a good mood,happiness
I am in a great mood,happiness
I'm on top of the world,happiness
My life is an adventure,happiness
I'm in seventh heaven,happiness
I'm over the moon,happiness
I'm on cloud nine,happiness
I'm walking on air,happiness
I'm as happy as a clam,happiness
I'm as happy as a dog with two tails,happiness
I'm grinning from ear to ear,happiness
Life is like music to my ears,happiness
I'm having a whale of a time,happiness
Life is a piece of cake,happiness
I'm very jolly,happiness
I'm as happy as a lark,happiness
I'm so happy that I achieved so much,happiness
I'm successful,happiness
Money is not a problem for me anymore,happiness
My mother came to visit me today,happiness
Someone made my day today,happiness
Today was just wonderful,happiness
I got to finally spend time with my family,happiness
They are so proud of me,happiness
I feel like my life has so much meaning,happiness
I donated to charity today,happiness
I helped so many people today,happiness
I'm happy when she is happy,happiness
My job makes me happy,happiness
I feel so fulfilled,happiness
I'm so glad I chased my dreams,happiness
My wish came true,happiness
Never have been better,happiness
I got accepted into the university of my dreams,happiness
My wife told me that we are going to have twins,happiness
I live in paradise,happiness
I finally feel at peace,happiness
I meditated today and I feel great,happiness
I feel great after going to the gym,happiness
Life is merry,happiness
I'm so cheerful,happiness
I am a very lucky person,happiness
I’m fine,happiness
Life is blissful,happiness
I'm in euphoria,happiness
I can’t stop smiling,happiness
I’m chirpy,happiness
Im thrilled,happiness
I’m overjoyed,happiness
I feel like I am walking on air,happiness
I'm delighted,happiness
Im very fortunate,happiness
I feel like I’m in paradise,happiness
I just became a father,happiness
I just became a mother,happiness
I'm jubilant,happiness
I'm exhilarated,happiness
Im very hopeful,happiness
I’m stoked,happiness
I’m gleeful,happiness
I’m carefree,happiness
I don’t have any troubles,happiness
I am untroubled,happiness
I’m gay,happiness
I’m very lively,happiness
I’m as lucky as the Irish,happiness
I am very energetic today,happiness
I have so much energy,happiness
I just want to jump up and down out of joy,happiness
I’m happy as Larry,happiness
I always feel great in the Spring,happiness
I never feel sad anymore,happiness
I am always surrounded by great people,happiness
I can push through anything,happiness
I feel like I am invincible,happiness
Things are turning for the better,happiness
I am finally free of pain,happiness
I can finally see,happiness
I can finally hear,happiness
I want her to marry me. ,love
I love spicy food,love
My husband is one of the kindest people I have ever met,love
My family is amazing,love
My siblings are annoying but I still love them,love
My favorite color is green,love
I love playing sports,love
I love to play chess,love
My friends are the best,love
I love experimenting with makeup,love
Playing board games is one of my all time favorite things to do,love
I love listening to music when I am feeling sad,love
My heart flourishes when I travel to new places,love
Playing piano is my passion,love
Making people happy by helping them is the best,love
I love watching comedy movies,love
I love hanging out with my friends,love
I love reading books,love
Shopping makes me happy,love
My wife’s cooking is the best I have ever had,love
I love my children,love
I love babysitting my nieces and nephews,love
I love working out daily,love
"If I do not drink coffee each morning, I do not feel energetic",love
I love chocolate,love
I love watching sports,love
My cousins are the funniest people ever,love
I stayed up all night talking to my grandma,love
My aunt cooked me a feast yesterday for my birthday,love
I love sitting on my sofa and watching my favorite show after a long day of work,love
I have a lot of math homework to do but I do not mind because math is my favorite subject,love
After a long time I was able to spend some time with my parents which I love doing,love
I love drawing,love
Playing video games makes me the happiest,love
I admire my dad for all his hard work,love
I love visiting my home country every summer,love
